Date,SKU,Name,Brand,Average Rating,Rating Count,Sponsored,Price,Sales Price,Express,Link,Discount
6-10-2024,Z54B10CD732976EE884EEZ,"Yoga Mat Non Slip, Pilates Fitness Mats, Anti-Tear 72""x 31.5"" x 0.6"" Thick Yoga Mats for Women, Exercise Mats for Yoga Pilates Home Floor Workout with Carrying Sling and Storage Bag…",GROIC,4.7,4,N,123.95,38.42450000000001,Y,https://www.noon.com/uae-en/yoga-mat-non-slip-pilates-fitness-mats-anti-tear-72-x-31-5-x-0-6-thick-yoga-mats-for-women-exercise-mats-for-yoga-pilates-home-floor-workout-with-carrying-sling-and-storage-bag/Z54B10CD732976EE884EEZ/p/?o=z54b10cd732976ee884eez-1,69% Off
6-10-2024,N16529620A,heart Yoga Ball With Air Pump - 75 cm 75cm…,body,4.1,58,N,31.6,24.332,Y,https://www.noon.com/uae-en/yoga-ball-with-air-pump-75-cm-75cm/N16529620A/p/?o=ab7c0dd5c45dd4cb,23% Off
6-10-2024,N21462859A,4 Packs Cooling Towel 0.08X39.4X11.4inch…,U-pick,4.2,84,N,24.65,19.9665,Y,https://www.noon.com/uae-en/4-packs-cooling-towel-0-08x39-4x11-4inch/N21462859A/p/?o=e1aa16341fd9ce5e,19% Off
6-10-2024,ZB83DFD7A7A480B6A3D7AZ,Yoga Mats Anti-slip Sport Fitness Mat Blanket For Exercise Yoga And Pilates Gymnastics Mat Fitness Equipment 6mm…,Spall,4.0,1,N,37.0,27.38,Y,https://www.noon.com/uae-en/yoga-mats-anti-slip-sport-fitness-mat-blanket-for-exercise-yoga-and-pilates-gymnastics-mat-fitness-equipment-6mm/ZB83DFD7A7A480B6A3D7AZ/p/?o=zb83dfd7a7a480b6a3d7az-1,26% Off
6-10-2024,N27330532A,World Yoga Mat 1meter…,Fitness,4.4,88,N,39.75,39.75,Y,https://www.noon.com/uae-en/yoga-mat-1meter/N27330532A/p/?o=b9b77fe99f710c6e,0% off
6-10-2024,ZE9BC56837C893BAD2931Z,"FITNESS Thick Yoga Mat 8mm - Knees Supportive Exercise Mat - for Yoga, Pilates, Fitness Exercises and Home Exercise Fitness Mat - Non-Slip Yoga Gym Mat With Carrying Bag - 183*66cm (Gold/Black)…",RIGID,4.5,47,N,95.5,70.67,Y,https://www.noon.com/uae-en/thick-yoga-mat-8mm-knees-supportive-exercise-mat-for-yoga-pilates-fitness-exercises-and-home-exercise-fitness-mat-non-slip-yoga-gym-mat-with-carrying-bag-183-66cm-gold-black/ZE9BC56837C893BAD2931Z/p/?o=ze9bc56837c893bad2931z-1,26% Off
6-10-2024,Z27B189348DAD2773CDD0Z,"FITNESS Microfiber Gym Towel - Face Towel, Yoga Towel - Quick Dry & High Absorbent Sweat Towel For Gym Exercises and Outdoor - Thick 400Gsm - 75x35cm-Blue…",RIGID,5.0,8,N,45.75,45.75,Y,https://www.noon.com/uae-en/microfiber-gym-towel-face-towel-yoga-towel-quick-dry-high-absorbent-sweat-towel-for-gym-exercises-and-outdoor-thick-400gsm-75x35cm-blue/Z27B189348DAD2773CDD0Z/p/?o=f5b7d1fb1532282d,0% off
6-10-2024,ZC7C1017CDFCAC890274CZ,MahMir Yoga Mat Anti-Slip Exercise Mat with Carrying Bag Fitness Mat for Pilates 183CM*61CM*6MM Thickness for Woman Man Beginners Light Green+Black…,MahMir,4.3,27,N,49.95,35.964,Y,https://www.noon.com/uae-en/mahmir-yoga-mat-anti-slip-exercise-mat-with-carrying-bag-fitness-mat-for-pilates-183cm-61cm-6mm-thickness-for-woman-man-beginners-light-green-black/ZC7C1017CDFCAC890274CZ/p/?o=zc7c1017cdfcac890274cz-1,28% Off
6-10-2024,Z1E5046A9D0B565D29FABZ,EPP Foam Roller 5 Piece Yoga Foam Roller Set Massage Foam Roller and Ball Massage foam suit for Muscle Massage and Fitness Sports…,RIOXS,0,0,N,69.0,69.0,Y,https://www.noon.com/uae-en/epp-foam-roller-5-piece-yoga-foam-roller-set-massage-foam-roller-and-ball-massage-foam-suit-for-muscle-massage-and-fitness-sports/Z1E5046A9D0B565D29FABZ/p/?o=fd818a34ce7a1c1d,0% off
6-10-2024,ZDB483D62227AFCDCAD2BZ,"Travel Yoga Mat, Non Slip Exercise Suede Mat with Carry Bag, All-Purpose Fitness Mat with High Density Anti-Tear Surface for Women, Ideal for Pilates Workout…",ShebSheb,3.6,6,N,69.9,69.9,Y,https://www.noon.com/uae-en/travel-yoga-mat-non-slip-exercise-suede-mat-with-carry-bag-all-purpose-fitness-mat-with-high-density-anti-tear-surface-for-women-ideal-for-pilates-workout/ZDB483D62227AFCDCAD2BZ/p/?o=cd3a3a68b782cc5f,0% off
6-10-2024,ZA6A106027233DA7D7739Z,"Women's Yoga Socks, Split-Toe Non-Slip Socks Pilates Socks Five-Toe Sports Socks - Black…",HaveDream,0,0,N,23.0,19.09,Y,https://www.noon.com/uae-en/women-s-yoga-socks-split-toe-non-slip-socks-pilates-socks-five-toe-sports-socks-black/ZA6A106027233DA7D7739Z/p/?o=za6a106027233da7d7739z-1,17% Off
6-10-2024,N34539674A,mat Foldable Non-Slip Yoga Mat 6mm…,yoga,4.4,438,N,32.5,32.5,Y,https://www.noon.com/uae-en/foldable-non-slip-yoga-mat-6mm/N34539674A/p/?o=f24deeae2ac03f2b,0% off
6-10-2024,Z603FF8FD1BFB572D8D9FZ,"Yoga Mat for Women and Men, Extra Long and Wide Exercise Mat(72""x24""), Large Non Slip Workout Mat for Yoga, Pilates, Fitness, Barefoot Workouts, Home Gym Studio…",URbazaar,0,0,N,54.9,50.508,Y,https://www.noon.com/uae-en/yoga-mat-for-women-and-men-extra-long-and-wide-exercise-mat-72-x24-large-non-slip-workout-mat-for-yoga-pilates-fitness-barefoot-workouts-home-gym-studio/Z603FF8FD1BFB572D8D9FZ/p/?o=z603ff8fd1bfb572d8d9fz-1,8% Off
6-10-2024,N34539642A,mat Foldable Non-Slip Yoga Mat…,yoga,4.8,26,N,30.05,25.843,Y,https://www.noon.com/uae-en/foldable-non-slip-yoga-mat/N34539642A/p/?o=c72e5437ab4bdffe,14% Off
6-10-2024,ZC462B190BD7C61A1331AZ,2Mm Foldable Cranberry Point Yoga Mat…,Gaiam,5.0,1,N,39.0,12.479999999999999,Y,https://www.noon.com/uae-en/2mm-foldable-cranberry-point-yoga-mat/ZC462B190BD7C61A1331AZ/p/?o=c966739980623e7b,68% Off
6-10-2024,N48797189A,Baby Yoga Foam Roller…,Cool,4.4,14,N,42.25,15.209999999999999,Y,https://www.noon.com/uae-en/yoga-foam-roller/N48797189A/p/?o=c194847cd94e357c,64% Off
6-10-2024,ZF12EE3B5F1EF3A193C60Z,"MELA Non-Slip Yoga Mat for Home Gym - 6mm Thick, Eco-Friendly TPE, Cushioned Exercise Mat with Carry Strap - Perfect for Yoga, Pilates, Fitness Training, & Gymnastics Essentials - Blue…",MELA,0,0,N,79.95,54.366,Y,https://www.noon.com/uae-en/mela-non-slip-yoga-mat-for-home-gym-6mm-thick-eco-friendly-tpe-cushioned-exercise-mat-with-carry-strap-perfect-for-yoga-pilates-fitness-training-gymnastics-essentials-blue/ZF12EE3B5F1EF3A193C60Z/p/?o=zf12ee3b5f1ef3a193c60z-1,32% Off
6-10-2024,Z6744CF0C300C15718ECAZ,"12 Pack Puzzle Exercise Floor Mat, EVA Foam Mats with Interlocking Floor Tiles, 12'' x 12'' Foam Gym Mat, Protective Flooring Mats Interlocking for Home and Gym Equipment…",GROIC,3.1,5,N,81.6,33.456,Y,https://www.noon.com/uae-en/12-pack-puzzle-exercise-floor-mat-eva-foam-mats-with-interlocking-floor-tiles-12-x-12-foam-gym-mat-protective-flooring-mats-interlocking-for-home-and-gym-equipment/Z6744CF0C300C15718ECAZ/p/?o=z6744cf0c300c15718ecaz-1,59% Off
